id,ha_seleccionat,seleccio,ronda_id,user_id
184,1,2,31,22
185,1,2,31,23
186,1,2,31,24
187,1,2,32,19
188,1,4,32,20
189,1,4,32,21
190,1,4,32,22
191,1,4,32,23
192,1,2,32,24
193,1,4,33,19
194,1,4,33,20
195,1,0,33,21
196,1,2,33,22
197,1,4,33,23
198,1,2,33,24
199,1,2,34,19
200,1,2,34,20
201,1,0,34,21
202,1,4,34,22
203,1,0,34,23
204,1,2,34,24
205,1,4,35,19
206,1,2,35,20
207,1,4,35,21
208,1,0,35,22
209,1,2,35,23
210,1,4,35,24
211,1,2,36,19
212,1,4,36,20
213,1,2,36,21
214,1,2,36,22
215,1,2,36,23
216,1,4,36,24
217,1,4,37,19
218,1,0,37,20
219,1,0,37,21
220,1,2,37,22
221,1,4,37,23
222,1,4,37,24
223,1,2,38,19
224,1,4,38,20
225,1,0,38,21
226,1,4,38,22
227,1,2,38,23
228,1,2,38,24
229,1,0,39,19
230,1,0,39,20
231,1,0,39,21
232,1,0,39,22
233,1,0,39,23
234,1,0,39,24
235,1,2,40,19
236,1,0,40,20
237,1,0,40,21
238,1,0,40,22
239,1,4,40,23
240,1,0,40,24
241,1,2,41,25
242,1,4,41,26
243,1,0,41,27
244,1,0,41,28
245,1,2,41,29
246,1,2,41,30
247,1,0,42,25
248,1,4,42,26
249,1,4,42,27
250,1,2,42,28
251,1,2,42,29
252,1,4,42,30
253,1,2,43,25
254,1,4,43,26
255,1,4,43,27
256,1,2,43,28
257,1,2,43,29
258,1,4,43,30
259,1,4,44,25
260,1,2,44,26
261,1,4,44,27
262,1,2,44,28
263,1,2,44,29
264,1,2,44,30
265,1,2,45,25
266,1,4,45,26
267,1,4,45,27
268,1,2,45,28
269,1,2,45,29
270,1,4,45,30
271,1,4,46,25
272,1,2,46,26
273,1,2,46,27
274,1,4,46,28
275,1,4,46,29
276,1,4,46,30
277,1,4,47,25
278,1,0,47,26
279,1,2,47,27
280,1,2,47,28
281,1,2,47,29
282,1,4,47,30
283,1,2,48,25
284,1,0,48,26
285,1,4,48,27
286,1,0,48,28
287,1,2,48,29
288,1,2,48,30
289,1,0,49,25
290,1,0,49,26
291,1,0,49,27
292,1,0,49,28
293,1,2,49,29
294,1,0,49,30
295,1,0,50,25
296,1,0,50,26
297,1,0,50,27
298,1,0,50,28
299,1,0,50,29
300,1,0,50,30
301,1,4,51,31
302,1,2,51,32
303,1,2,51,33
304,1,4,51,34
305,1,4,51,35
306,1,4,51,36
307,1,4,52,31
308,1,4,52,32
309,1,4,52,33
310,1,2,52,34
311,1,4,52,35
312,1,2,52,36
313,1,4,53,31
314,1,4,53,32
315,1,4,53,33
316,1,2,53,34
317,1,4,53,35
318,1,2,53,36
319,1,4,54,31
320,1,2,54,32
321,1,2,54,33
322,1,4,54,34
323,1,4,54,35
324,1,4,54,36
325,1,4,55,31
326,1,2,55,32
327,1,2,55,33
328,1,2,55,34
329,1,4,55,35
330,1,4,55,36
331,1,4,56,31
332,1,2,56,32
333,1,2,56,33
334,1,4,56,34
335,1,4,56,35
336,1,2,56,36
337,1,4,57,31
338,1,2,57,32
339,1,0,57,33
340,1,4,57,34
341,1,4,57,35
342,1,4,57,36
343,1,2,58,31
344,1,4,58,32
345,1,0,58,33
346,1,4,58,34
347,1,4,58,35
348,1,0,58,36
349,1,2,59,31
350,1,4,59,32
351,1,0,59,33
352,1,0,59,34
353,1,4,59,35
354,1,2,59,36
355,1,2,60,31
356,1,2,60,32
357,1,0,60,33
358,1,0,60,34
359,1,2,60,35
360,1,4,60,36
361,1,2,61,37
362,1,2,61,38
363,1,2,61,39
364,1,4,61,40
365,1,2,61,41
366,1,2,61,42
367,1,4,62,37
368,1,4,62,38
369,1,2,62,39
370,1,4,62,40
371,1,2,62,41
372,1,2,62,42
373,1,2,63,37
374,1,0,63,38
375,1,2,63,39
376,1,2,63,40
377,1,4,63,41
378,1,0,63,42
379,1,2,64,37
380,1,2,64,38
381,1,2,64,39
382,1,4,64,40
383,1,2,64,41
384,1,4,64,42
385,1,4,65,37
386,1,4,65,38
387,1,2,65,39
388,1,2,65,40
389,1,2,65,41
390,1,4,65,42
391,1,2,66,37
392,1,0,66,38
393,1,2,66,39
394,1,2,66,40
395,1,2,66,41
396,1,0,66,42
397,1,2,67,37
398,1,2,67,38
399,1,4,67,39
400,1,2,67,40
401,1,4,67,41
402,1,2,67,42
403,1,4,68,37
404,1,4,68,38
405,1,2,68,39
406,1,4,68,40
407,1,4,68,41
408,1,0,68,42
409,1,0,69,37
410,1,2,69,38
411,1,2,69,39
412,1,2,69,40
413,1,0,69,41
414,1,4,69,42
415,1,0,70,37
416,1,0,70,38
417,1,0,70,39
418,1,0,70,40
419,1,0,70,41
420,1,0,70,42
421,1,4,71,43
422,1,2,71,44
423,1,2,71,45
424,1,2,71,46
425,1,2,71,47
426,1,4,71,48
427,1,2,72,43
428,1,2,72,44
429,1,4,72,45
430,1,0,72,46
431,1,2,72,47
432,1,2,72,48
433,1,2,73,43
434,1,2,73,44
435,1,2,73,45
436,1,2,73,46
437,1,4,73,47
438,1,4,73,48
439,1,4,74,43
440,1,0,74,44
441,1,4,74,45
442,1,2,74,46
443,1,0,74,47
444,1,2,74,48
445,1,0,75,43
446,1,0,75,44
447,1,4,75,45
448,1,0,75,46
449,1,0,75,47
450,1,4,75,48
451,1,2,76,43
452,1,2,76,44
453,1,0,76,45
454,1,0,76,46
455,1,2,76,47
456,1,2,76,48
457,1,4,77,43
458,1,2,77,44
459,1,4,77,45
460,1,0,77,46
461,1,2,77,47
462,1,4,77,48
463,1,4,78,43
464,1,0,78,44
465,1,2,78,45
466,1,0,78,46
467,1,2,78,47
468,1,4,78,48
469,1,4,79,43
470,1,2,79,44
471,1,4,79,45
472,1,2,79,46
473,1,0,79,47
474,1,0,79,48
475,1,4,80,43
476,1,0,80,44
477,1,2,80,45
478,1,2,80,46
479,1,2,80,47
480,1,2,80,48
481,1,4,81,49
482,1,2,81,50
483,1,2,81,51
484,1,2,81,52
485,1,0,81,53
486,1,2,81,54
487,1,2,82,49
488,1,4,82,50
489,1,2,82,51
490,1,0,82,52
491,1,4,82,53
492,1,4,82,54
493,1,4,83,49
494,1,2,83,50
495,1,2,83,51
496,1,2,83,52
497,1,0,83,53
498,1,2,83,54
499,1,2,84,49
500,1,4,84,50
501,1,2,84,51
502,1,0,84,52
503,1,2,84,53
504,1,0,84,54
505,1,2,85,49
506,1,2,85,50
507,1,4,85,51
508,1,2,85,52
509,1,2,85,53
510,1,2,85,54
511,1,4,86,49
512,1,4,86,50
513,1,4,86,51
514,1,4,86,52
515,1,0,86,53
516,1,2,86,54
517,1,4,87,49
518,1,4,87,50
519,1,0,87,51
520,1,4,87,52
521,1,2,87,53
522,1,2,87,54
523,1,4,88,49
524,1,2,88,50
525,1,2,88,51
526,1,2,88,52
527,1,4,88,53
528,1,4,88,54
529,1,4,89,49
530,1,2,89,50
531,1,0,89,51
532,1,0,89,52
533,1,0,89,53
534,1,0,89,54
535,1,4,90,49
536,1,0,90,50
537,1,0,90,51
538,1,0,90,52
539,1,0,90,53
540,1,0,90,54
541,1,2,91,55
542,1,2,91,56
543,1,4,91,57
544,1,2,91,58
545,1,2,91,59
546,1,2,91,60
547,1,0,92,55
548,1,0,92,56
549,1,4,92,57
550,1,2,92,58
551,1,4,92,59
552,1,0,92,60
553,1,4,93,55
554,1,0,93,56
555,1,2,93,57
556,1,4,93,58
557,1,4,93,59
558,1,2,93,60
559,1,0,94,55
560,1,2,94,56
561,1,4,94,57
562,1,2,94,58
563,1,2,94,59
564,1,2,94,60
565,1,4,95,55
566,1,4,95,56
567,1,2,95,57
568,1,2,95,58
569,1,2,95,59
570,1,4,95,60
571,1,2,96,55
572,1,2,96,56
573,1,2,96,57
574,1,2,96,58
575,1,4,96,59
576,1,2,96,60
577,1,4,97,55
578,1,2,97,56
579,1,2,97,57
580,1,2,97,58
581,1,2,97,59
582,1,0,97,60
583,1,0,98,55
584,1,4,98,56
585,1,0,98,57
586,1,2,98,58
587,1,4,98,59
588,1,4,98,60
589,1,0,99,55
590,1,4,99,56
591,1,0,99,57
592,1,0,99,58
593,1,2,99,59
594,1,0,99,60
595,1,0,100,55
596,1,0,100,56
597,1,0,100,57
598,1,0,100,58
599,1,2,100,59
600,1,0,100,60
601,1,0,101,61
602,1,0,101,62
603,1,4,101,63
604,1,2,101,64
605,1,4,101,65
606,1,2,101,66
607,1,0,102,61
608,1,2,102,62
609,1,2,102,63
610,1,4,102,64
611,1,2,102,65
612,1,4,102,66
613,1,0,103,61
614,1,2,103,62
615,1,0,103,63
616,1,4,103,64
617,1,4,103,65
618,1,2,103,66
619,1,0,104,61
620,1,4,104,62
621,1,4,104,63
622,1,2,104,64
623,1,2,104,65
624,1,4,104,66
625,1,4,105,61
626,1,0,105,62
627,1,2,105,63
628,1,0,105,64
629,1,4,105,65
630,1,2,105,66
631,1,0,106,61
632,1,0,106,62
633,1,2,106,63
634,1,4,106,64
635,1,4,106,65
636,1,4,106,66
637,1,0,107,61
638,1,2,107,62
639,1,2,107,63
640,1,2,107,64
641,1,2,107,65
642,1,2,107,66
643,1,0,108,61
644,1,2,108,62
645,1,2,108,63
646,1,4,108,64
647,1,4,108,65
648,1,4,108,66
649,1,0,109,61
650,1,4,109,62
651,1,4,109,63
652,1,2,109,64
653,1,4,109,65
654,1,4,109,66
655,1,0,110,61
656,1,0,110,62
657,1,2,110,63
658,1,0,110,64
659,1,0,110,65
660,1,0,110,66
661,1,4,111,67
662,1,2,111,68
663,1,0,111,69
664,1,4,111,71
665,1,2,111,72
666,1,2,111,73
667,1,2,112,67
668,1,2,112,68
669,1,0,112,69
670,1,0,112,71
671,1,2,112,72
672,1,4,112,73
673,1,2,113,67
674,1,4,113,68
675,1,0,113,69
676,1,2,113,71
677,1,4,113,72
678,1,0,113,73
679,1,4,114,67
680,1,2,114,68
681,1,0,114,69
682,1,0,114,71
683,1,2,114,72
684,1,0,114,73
685,1,4,115,67
686,1,0,115,68
687,1,0,115,69
688,1,0,115,71
689,1,2,115,72
690,1,0,115,73
691,1,0,116,67
692,1,2,116,68
693,1,0,116,69
694,1,2,116,71
695,1,4,116,72
696,1,2,116,73
697,1,4,117,67
698,1,4,117,68
699,1,0,117,69
700,1,2,117,71
701,1,0,117,72
702,1,4,117,73
703,1,4,118,67
704,1,4,118,68
705,1,4,118,69
706,1,0,118,71
707,1,2,118,72
708,1,4,118,73
709,1,0,119,67
710,1,4,119,68
711,1,4,119,69
712,1,2,119,71
713,1,4,119,72
714,1,2,119,73
715,1,2,120,67
716,1,4,120,68
717,1,4,120,69
718,1,4,120,71
719,1,2,120,72
720,1,2,120,73
721,1,2,121,74
722,1,2,121,75
723,1,2,121,76
724,1,4,121,77
725,1,2,121,78
726,1,2,121,79
727,1,4,122,74
728,1,0,122,75
729,1,4,122,76
730,1,2,122,77
731,1,4,122,78
732,1,2,122,79
733,1,2,123,74
734,1,4,123,75
735,1,2,123,76
736,1,4,123,77
737,1,4,123,78
738,1,4,123,79
739,1,2,124,74
740,1,0,124,75
741,1,4,124,76
742,1,4,124,77
743,1,2,124,78
744,1,0,124,79
745,1,2,125,74
746,1,4,125,75
747,1,2,125,76
748,1,0,125,77
749,1,2,125,78
750,1,2,125,79
751,1,4,126,74
752,1,2,126,75
753,1,2,126,76
754,1,4,126,77
755,1,0,126,78
756,1,4,126,79
757,1,2,127,74
758,1,4,127,75
759,1,0,127,76
760,1,4,127,77
761,1,0,127,78
762,1,2,127,79
763,1,4,128,74
764,1,2,128,75
765,1,2,128,76
766,1,4,128,77
767,1,4,128,78
768,1,0,128,79
769,1,2,129,74
770,1,0,129,75
771,1,0,129,76
772,1,0,129,77
773,1,0,129,78
774,1,0,129,79
775,1,4,130,74
776,1,0,130,75
777,1,0,130,76
778,1,0,130,77
779,1,0,130,78
780,1,0,130,79
781,1,4,131,80
782,1,2,131,81
783,1,2,131,82
784,1,2,131,83
785,1,4,131,84
786,1,4,131,85
787,1,0,132,80
788,1,2,132,81
789,1,4,132,82
790,1,4,132,83
791,1,2,132,84
792,1,2,132,85
793,1,2,133,80
794,1,4,133,81
795,1,0,133,82
796,1,0,133,83
797,1,0,133,84
798,1,2,133,85
799,1,2,134,80
800,1,2,134,81
801,1,2,134,82
802,1,4,134,83
803,1,2,134,84
804,1,2,134,85
805,1,4,135,80
806,1,2,135,81
807,1,4,135,82
808,1,2,135,83
809,1,0,135,84
810,1,0,135,85
811,1,4,136,80
812,1,4,136,81
813,1,2,136,82
814,1,4,136,83
815,1,4,136,84
816,1,2,136,85
817,1,2,137,80
818,1,4,137,81
819,1,4,137,82
820,1,2,137,83
821,1,4,137,84
822,1,0,137,85
823,1,4,138,80
824,1,2,138,81
825,1,2,138,82
826,1,0,138,83
827,1,2,138,84
828,1,0,138,85
829,1,4,139,80
830,1,4,139,81
831,1,0,139,82
832,1,0,139,83
833,1,4,139,84
834,1,0,139,85
835,1,0,140,80
836,1,0,140,81
837,1,2,140,82
838,1,0,140,83
839,1,0,140,84
840,1,0,140,85
841,1,2,141,86
842,1,4,141,87
843,1,4,141,88
844,1,4,141,89
845,1,2,141,90
846,1,2,141,91
847,1,4,142,86
848,1,2,142,87
849,1,4,142,88
850,1,4,142,89
851,1,4,142,90
852,1,4,142,91
853,1,0,143,86
854,1,4,143,87
855,1,4,143,88
856,1,2,143,89
857,1,4,143,90
858,1,4,143,91
859,1,4,144,86
860,1,0,144,87
861,1,4,144,88
862,1,0,144,89
863,1,4,144,90
864,1,0,144,91
865,1,2,145,86
866,1,2,145,87
867,1,4,145,88
868,1,4,145,89
869,1,2,145,90
870,1,4,145,91
871,1,4,146,86
872,1,4,146,87
873,1,4,146,88
874,1,4,146,89
875,1,4,146,90
876,1,0,146,91
877,1,0,147,86
878,1,4,147,87
879,1,4,147,88
880,1,4,147,89
881,1,4,147,90
882,1,4,147,91
883,1,0,148,86
884,1,2,148,87
885,1,0,148,88
886,1,0,148,89
887,1,2,148,90
888,1,0,148,91
889,1,2,149,86
890,1,0,149,87
891,1,4,149,88
892,1,4,149,89
893,1,0,149,90
894,1,0,149,91
895,1,2,150,86
896,1,0,150,87
897,1,4,150,88
898,1,0,150,89
899,1,0,150,90
900,1,0,150,91
901,1,2,151,92
902,1,2,151,93
903,1,4,151,94
904,1,2,151,95
905,1,4,151,96
906,1,2,151,97
907,1,4,152,92
908,1,4,152,93
909,1,2,152,94
910,1,4,152,95
911,1,4,152,96
912,1,2,152,97
913,1,4,153,92
914,1,2,153,93
915,1,4,153,94
916,1,4,153,95
917,1,4,153,96
918,1,4,153,97
919,1,4,154,92
920,1,0,154,93
921,1,2,154,94
922,1,4,154,95
923,1,4,154,96
924,1,4,154,97
925,1,2,155,92
926,1,0,155,93
927,1,4,155,94
928,1,4,155,95
929,1,2,155,96
930,1,2,155,97
931,1,4,156,92
932,1,0,156,93
933,1,4,156,94
934,1,2,156,95
935,1,2,156,96
936,1,2,156,97
937,1,2,157,92
938,1,0,157,93
939,1,4,157,94
940,1,4,157,95
941,1,0,157,96
942,1,2,157,97
943,1,4,158,92
944,1,0,158,93
945,1,4,158,94
946,1,0,158,95
947,1,2,158,96
948,1,2,158,97
949,1,0,159,92
950,1,0,159,93
951,1,4,159,94
952,1,0,159,95
953,1,0,159,96
954,1,0,159,97
955,1,2,160,92
956,1,0,160,93
957,1,0,160,94
958,1,0,160,95
959,1,0,160,96
960,1,2,160,97
961,1,2,161,98
962,1,2,161,99
963,1,0,161,100
964,1,2,161,101
965,1,4,161,102
966,1,2,161,103
967,1,2,162,98
968,1,2,162,99
969,1,0,162,100
970,1,2,162,101
971,1,2,162,102
972,1,4,162,103
973,1,2,163,98
974,1,4,163,99
975,1,0,163,100
976,1,2,163,101
977,1,4,163,102
978,1,2,163,103
979,1,2,164,98
980,1,4,164,99
981,1,0,164,100
982,1,4,164,101
983,1,4,164,102
984,1,4,164,103
985,1,4,165,98
986,1,4,165,99
987,1,0,165,100
988,1,2,165,101
989,1,4,165,102
990,1,0,165,103
991,1,2,166,98
992,1,2,166,99
993,1,0,166,100
994,1,2,166,101
995,1,4,166,102
996,1,0,166,103
997,1,2,167,98
998,1,4,167,99
999,1,0,167,100
1000,1,2,167,101
1001,1,4,167,102
1002,1,0,167,103
1003,1,4,168,98
1004,1,4,168,99
1005,1,0,168,100
1006,1,0,168,101
1007,1,4,168,102
1008,1,2,168,103
1009,1,2,169,98
1010,1,4,169,99
1011,1,0,169,100
1012,1,2,169,101
1013,1,4,169,102
1014,1,0,169,103
1015,1,0,170,98
1016,1,2,170,99
1017,1,0,170,100
1018,1,0,170,101
1019,1,0,170,102
1020,1,0,170,103
1021,1,2,171,104
1022,1,4,171,105
1023,1,2,171,106
1024,1,2,171,107
1025,1,4,171,108
1026,1,4,171,109
1027,1,4,172,104
1028,1,4,172,105
1029,1,4,172,106
1030,1,4,172,107
1031,1,4,172,108
1032,1,4,172,109
1033,1,2,173,104
1034,1,4,173,105
1035,1,4,173,106
1036,1,0,173,107
1037,1,2,173,108
1038,1,2,173,109
1039,1,4,174,104
1040,1,4,174,105
1041,1,4,174,106
1042,1,0,174,107
1043,1,2,174,108
1044,1,4,174,109
1045,1,2,175,104
1046,1,2,175,105
1047,1,4,175,106
1048,1,4,175,107
1049,1,2,175,108
1050,1,4,175,109
1051,1,0,176,104
1052,1,2,176,105
1053,1,2,176,106
1054,1,0,176,107
1055,1,0,176,108
1056,1,4,176,109
1057,1,4,177,104
1058,1,2,177,105
1059,1,4,177,106
1060,1,2,177,107
1061,1,2,177,108
1062,1,2,177,109
1063,1,0,178,104
1064,1,2,178,105
1065,1,0,178,106
1066,1,0,178,107
1067,1,0,178,108
1068,1,0,178,109
1069,1,0,179,104
1070,1,2,179,105
1071,1,2,179,106
1072,1,2,179,107
1073,1,0,179,108
1074,1,0,179,109
1075,1,0,180,104
1076,1,0,180,105
1077,1,0,180,106
1078,1,0,180,107
1079,1,0,180,108
1080,1,0,180,109
1081,1,0,181,110
1082,1,2,181,111
1083,1,2,181,112
1084,1,4,181,113
1085,1,2,181,114
1086,1,2,181,115
1087,1,0,182,110
1088,1,4,182,111
1089,1,4,182,112
1090,1,4,182,113
1091,1,4,182,114
1092,1,4,182,115
1093,1,0,183,110
1094,1,0,183,111
1095,1,0,183,112
1096,1,2,183,113
1097,1,2,183,114
1098,1,4,183,115
1099,1,0,184,110
1100,1,4,184,111
1101,1,2,184,112
1102,1,4,184,113
1103,1,4,184,114
1104,1,2,184,115
1105,1,2,185,110
1106,1,2,185,111
1107,1,4,185,112
1108,1,2,185,113
1109,1,2,185,114
1110,1,2,185,115
1111,1,0,186,110
1112,1,0,186,111
1113,1,0,186,112
1114,1,2,186,113
1115,1,4,186,114
1116,1,4,186,115
1117,1,2,187,110
1118,1,4,187,111
1119,1,2,187,112
1120,1,2,187,113
1121,1,2,187,114
1122,1,0,187,115
1123,1,0,188,110
1124,1,4,188,111
1125,1,4,188,112
1126,1,2,188,113
1127,1,4,188,114
1128,1,2,188,115
1129,1,4,189,110
1130,1,2,189,111
1131,1,2,189,112
1132,1,0,189,113
1133,1,4,189,114
1134,1,4,189,115
1135,1,0,190,110
1136,1,0,190,111
1137,1,0,190,112
1138,1,0,190,113
1139,1,2,190,114
1140,1,0,190,115
1141,1,2,191,116
1142,1,2,191,117
1143,1,2,191,118
1144,1,2,191,119
1145,1,2,191,120
1146,1,2,191,121
1147,1,2,192,116
1148,1,4,192,117
1149,1,2,192,118
1150,1,2,192,119
1151,1,2,192,120
1152,1,0,192,121
1153,1,4,193,116
1154,1,4,193,117
1155,1,4,193,118
1156,1,4,193,119
1157,1,2,193,120
1158,1,4,193,121
1159,1,2,194,116
1160,1,0,194,117
1161,1,0,194,118
1162,1,4,194,119
1163,1,2,194,120
1164,1,4,194,121
1165,1,4,195,116
1166,1,2,195,117
1167,1,4,195,118
1168,1,2,195,119
1169,1,2,195,120
1170,1,4,195,121
1171,1,2,196,116
1172,1,4,196,117
1173,1,2,196,118
1174,1,0,196,119
1175,1,4,196,120
1176,1,4,196,121
1177,1,2,197,116
1178,1,4,197,117
1179,1,4,197,118
1180,1,0,197,119
1181,1,4,197,120
1182,1,4,197,121
1183,1,4,198,116
1184,1,2,198,117
1185,1,4,198,118
1186,1,2,198,119
1187,1,4,198,120
1188,1,0,198,121
1189,1,0,199,116
1190,1,0,199,117
1191,1,0,199,118
1192,1,0,199,119
1193,1,4,199,120
1194,1,0,199,121
1195,1,0,200,116
1196,1,0,200,117
1197,1,0,200,118
1198,1,0,200,119
1199,1,4,200,120
1200,1,0,200,121
1201,1,4,201,122
1202,1,2,201,123
1203,1,2,201,124
1204,1,4,201,125
1205,1,2,201,126
1206,1,2,201,127
1207,1,4,202,122
1208,1,4,202,123
1209,1,2,202,124
1210,1,4,202,125
1211,1,2,202,126
1212,1,4,202,127
1213,1,4,203,122
1214,1,4,203,123
1215,1,2,203,124
1216,1,4,203,125
1217,1,2,203,126
1218,1,4,203,127
1219,1,4,204,122
1220,1,2,204,123
1221,1,2,204,124
1222,1,4,204,125
1223,1,2,204,126
1224,1,2,204,127
1225,1,4,205,122
1226,1,0,205,123
1227,1,2,205,124
1228,1,4,205,125
1229,1,2,205,126
1230,1,4,205,127
1231,1,4,206,122
1232,1,4,206,123
1233,1,0,206,124
1234,1,4,206,125
1235,1,2,206,126
1236,1,2,206,127
1237,1,2,207,122
1238,1,2,207,123
1239,1,0,207,124
1240,1,4,207,125
1241,1,2,207,126
1242,1,0,207,127
1243,1,2,208,122
1244,1,4,208,123
1245,1,0,208,124
1246,1,4,208,125
1247,1,2,208,126
1248,1,4,208,127
1249,1,0,209,122
1250,1,0,209,123
1251,1,0,209,124
1252,1,0,209,125
1253,1,0,209,126
1254,1,4,209,127
1255,1,0,210,122
1256,1,0,210,123
1257,1,0,210,124
1258,1,0,210,125
1259,1,0,210,126
1260,1,2,210,127
1261,1,2,211,128
1262,1,2,211,129
1263,1,0,211,130
1264,1,2,211,131
1265,1,2,211,132
1266,1,2,211,133
1267,1,2,212,128
1268,1,4,212,129
1269,1,2,212,130
1270,1,4,212,131
1271,1,4,212,132
1272,1,4,212,133
1273,1,2,213,128
1274,1,2,213,129
1275,1,0,213,130
1276,1,0,213,131
1277,1,4,213,132
1278,1,2,213,133
1279,1,2,214,128
1280,1,2,214,129
1281,1,2,214,130
1282,1,2,214,131
1283,1,2,214,132
1284,1,0,214,133
1285,1,2,215,128
1286,1,4,215,129
1287,1,2,215,130
1288,1,4,215,131
1289,1,4,215,132
1290,1,2,215,133
1291,1,2,216,128
1292,1,2,216,129
1293,1,2,216,130
1294,1,4,216,131
1295,1,2,216,132
1296,1,0,216,133
1297,1,2,217,128
1298,1,4,217,129
1299,1,0,217,130
1300,1,4,217,131
1301,1,0,217,132
1302,1,4,217,133
1303,1,2,218,128
1304,1,4,218,129
1305,1,4,218,130
1306,1,2,218,131
1307,1,4,218,132
1308,1,2,218,133
1309,1,2,219,128
1310,1,2,219,129
1311,1,2,219,130
1312,1,0,219,131
1313,1,0,219,132
1314,1,2,219,133
1315,1,0,220,128
1316,1,0,220,129
1317,1,2,220,130
1318,1,4,220,131
1319,1,0,220,132
1320,1,0,220,133
1321,1,2,221,134
1322,1,2,221,135
1323,1,4,221,136
1324,1,2,221,137
1325,1,2,221,138
1326,1,2,221,139
1327,1,4,222,134
1328,1,2,222,135
1329,1,0,222,136
1330,1,2,222,137
1331,1,4,222,138
1332,1,2,222,139
1333,1,0,223,134
1334,1,4,223,135
1335,1,2,223,136
1336,1,2,223,137
1337,1,0,223,138
1338,1,0,223,139
1339,1,4,224,134
1340,1,2,224,135
1341,1,4,224,136
1342,1,4,224,137
1343,1,2,224,138
1344,1,0,224,139
1345,1,2,225,134
1346,1,4,225,135
1347,1,4,225,136
1348,1,4,225,137
1349,1,0,225,138
1350,1,2,225,139
1351,1,2,226,134
1352,1,2,226,135
1353,1,4,226,136
1354,1,2,226,137
1355,1,4,226,138
1356,1,4,226,139
1357,1,2,227,134
1358,1,2,227,135
1359,1,4,227,136
1360,1,4,227,137
1361,1,0,227,138
1362,1,2,227,139
1363,1,2,228,134
1364,1,0,228,135
1365,1,2,228,136
1366,1,2,228,137
1367,1,2,228,138
1368,1,2,228,139
1369,1,0,229,134
1370,1,2,229,135
1371,1,0,229,136
1372,1,0,229,137
1373,1,0,229,138
1374,1,2,229,139
1375,1,0,230,134
