user_id,1,2,3,4,5,6,7,8,9,10
210,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0
211,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5
214,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0
215,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0
216,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0
217,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0
223,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5
225,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5
226,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0
227,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0
229,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5
231,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.75,0.75,0.75
234,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0
235,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0
238,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5
239,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5
240,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5
241,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0
248,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0
249,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
250,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5
251,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
253,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0
255,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0
260,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0
261,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
262,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,1.0
263,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0
264,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5
266,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
272,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0
273,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5
274,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
275,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0
276,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
277,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
278,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0
279,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0
280,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0
281,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0
282,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0
283,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0
284,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0
285,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
286,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0
287,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5
288,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
290,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0
295,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5
297,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5
298,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0
299,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0
300,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
301,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
320,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
321,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5
322,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5
323,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.25,0.25,0.5
324,0.75,0.5,1.0,0.75,0.75,0.5,0.5,0.25,0.25,0.5
325,0.5,0.5,1.0,1.0,0.5,0.75,0.75,0.5,0.0,0.0
